Date,Value
09/01/2009,407.42721670000003
10/01/2009,408.28536470000006
11/01/2009,409.61549410000003
12/01/2009,405.7538281
01/01/2010,412.43017269999996
02/01/2010,410.75114535
03/01/2010,410.18420105
04/01/2010,410.0315622
05/01/2010,410.72933980000005
06/01/2010,406.43364644999997
07/01/2010,403.9260082
08/01/2010,403.55531385
09/01/2010,399.6521204
10/01/2010,400.24087025
11/01/2010,398.9543428
12/01/2010,394.8112883
01/01/2011,405.0029695833334
02/01/2011,402.461157
03/01/2011,398.0973371666667
04/01/2011,399.10956341666673
05/01/2011,398.1873128333334
06/01/2011,399.13205733333336
07/01/2011,399.9193444166667
08/01/2011,398.88462425000006
09/01/2011,401.1340159166667
10/01/2011,399.06457558333335
11/01/2011,400.7516193333334
12/01/2011,401.8763151666667
01/01/2012,408.58533410000007
02/01/2012,409.7792224666667
03/01/2012,413.13129365000003
04/01/2012,415.266517075
05/01/2012,417.65429380833336
06/01/2012,419.37624818333336
07/01/2012,420.2716644583334
08/01/2012,423.2104665916667
09/01/2012,424.771705225
10/01/2012,424.9553803583334
11/01/2012,428.8584769416667
12/01/2012,430.9937003666667
01/01/2013,440.49854887500004
02/01/2013,443.48039954166666
03/01/2013,447.3241914166667
04/01/2013,449.88671933333336
05/01/2013,453.49755412499997
06/01/2013,456.3163348333333
07/01/2013,458.80897562499996
08/01/2013,460.206718125
09/01/2013,461.3715035416667
10/01/2013,463.77096150000006
11/01/2013,463.88744004166665
12/01/2013,466.6596293333333
01/01/2014,476.21847286666656
02/01/2014,478.27807751666654
03/01/2014,479.48543196666657
04/01/2014,481.0242170499999
05/01/2014,482.0185089499999
06/01/2014,484.45689146666655
07/01/2014,486.44547526666656
08/01/2014,488.31569098333324
09/01/2014,488.78916331666653
10/01/2014,491.36958753333323
11/01/2014,493.95001174999993
12/01/2014,496.9328874499999
01/01/2015,498.2334357
02/01/2015,502.19161959999997
03/01/2015,503.51891479999995
04/01/2015,505.4150508
05/01/2015,508.37776329999997
06/01/2015,510.34500439999994
07/01/2015,512.0278251
08/01/2015,513.7580492
09/01/2015,516.2467277
10/01/2015,519.1857385
11/01/2015,521.6507153
12/01/2015,523.9497802
01/01/2016,533.1039185999999
02/01/2016,533.5839329333332
03/01/2016,537.3040440166666
04/01/2016,540.0641264333333
05/01/2016,542.4641981
06/01/2016,545.3922855333333
07/01/2016,548.2243700999999
08/01/2016,549.7364152499999
09/01/2016,553.8645385166666
10/01/2016,556.79262595
11/01/2016,559.2887004833333
12/01/2016,562.6007993833333
01/01/2017,573.7773514666667
02/01/2017,578.5083733333335
03/01/2017,581.7686112000001
04/01/2017,586.2054762666667
05/01/2017,588.9754528000001
06/01/2017,591.2306549333334
07/01/2017,594.3928405333334
08/01/2017,598.2659050666667
09/01/2017,600.9868554666667
10/01/2017,603.2910837333335
11/01/2017,607.5808704000001
12/01/2017,610.1547424
